url,text,likes,shares,comments,media_count,media_types,media_urls
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02jtHJgzqBRvknryYfD5qD3cXKZASCyrv97GRPvDRG5Tsk3WN6fb2xpyQbjZemgDual,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 24 April 2026

SYNOPSIS: Easterlies affecting Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Metro Manila, Central Luzon, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to South
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 24.9 °C ... 6:00 AM
Maximum Temperature: 35.3 °C... 4:00 PM

Minumum Relative Humidity: 33 % ... 4:00 PM
Maximum Relative Humidity: 73 % ... 6:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:37AM
sunset today: 6:12PM
moonrise today: 11:55AM
moonset today: 12:18AM
illumination today: 54%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",147,91,1,1,Photo,https://www.facebook.com/photo/?fbid=1423380823166900&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid027hhaiXqwsxiVTUbGK9bzhGjXM6mh42XTdihUjiL4MxXcauGaHcDeBV6Utc8ZzzFal,"As of 2:00 AM today, 24 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",685,99,12,1,Photo,https://www.facebook.com/photo/?fbid=1423376543167328&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0NgFQCLWco3YagoRS1My4s2wQQDqCvn6rgRx8mimYpgwVxEtGGgrKJuMydjrExEqRl,"As of 8:00 PM today, 23 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",610,49,9,1,Photo,https://www.facebook.com/photo/?fbid=1423139483191034&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0na8FRRjjeKwXJeBMsmPKbJF2HyQ4gNi1o3U4Xx8QepStK8jKqT5WVfeEsmtK9jHtl,"Highest Computed 5-day Heat Index with 2-day Forecast 
Issued as of 5:00 PM, 23 April 2026 
For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 
Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 
Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",343,151,9,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0na8FRRjjeKwXJeBMsmPKbJF2HyQ4gNi1o3U4Xx8QepStK8jKqT5WVfeEsmtK9jHtl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0WFvroWiNFY4DgceK3Tp1GaQZJsAG9zjHUxjzQNBKQiYRMqMit91ey9hjpPAchYp8l,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 23 April 2026

SYNOPSIS: Ridge of High Pressure Area (HPA) extending over the eastern section of Northern Luzon. Easterlies affecting the rest of the country.

Forecast Weather Conditions

Area: Metro Manila, Central Luzon, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to South
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 24.9 °C ... 6:00 AM
Maximum Temperature: 35.0 °C... 3:00 PM

Minumum Relative Humidity: 45 % ... 3:00 AM
Maximum Relative Humidity: 73 % ... 6:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:37AM
sunset today: 6:11PM
moonrise tomorrow: 11:55AM
moonset tomorrow: 12:18AM
illumination tomorrow: 54%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",139,56,,1,Photo,https://www.facebook.com/photo/?fbid=1422915919880057&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0bbecSH9D7DEFUvViKQhU7yaZVBmjq2qpT6K3RquJEFoKh1VmbEvv1JT5TEKpDnD8l,"As of 2:00 PM today, 23 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",529,101,8,1,Photo,https://www.facebook.com/photo/?fbid=1422909783214004&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0Cf2tLyT9rKYRcfQPU49cJ1pGcoPuL74jCZ11XUTKYb8wwkKGMuin99EGY1XRLaV7l,"As of 8:00 AM today, 23 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.
All are advised to monitor updates from DOST-PAGASA.",457,110,5,1,Photo,https://www.facebook.com/photo/?fbid=1422693113235671&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02aanRdpSXHPcDrrCdgTVeRTEzKCtV2pshTaUTNorHTYvfhw4Yuh74YwbbvuCfMwK7l,"Hydrological Forecast for Agno River Basin              
Issued at 8:30AM, 23 April 2026",44,4,,1,Photo,https://www.facebook.com/photo/?fbid=1422649023240080&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid029MNL44zX8auAvrmLEitkanRk1JidbUkeQ97JQiaWjERio8fcDfrbd9WUhqa2iABKl,"Hydrological Forecast for Cagayan River Basin    
Issued at 8:30AM, 23 April 2026",42,5,,1,Photo,https://www.facebook.com/photo/?fbid=1422647936573522&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid08tWBMSE8BcQESBA1wugnjZfmUzYrWqbwm5FG7FexjgDcRMM3U7dcix4ZbYHSa6WJl,"Hydrological Forecast for Bicol River Basin                
Issued at 8:30 AM, 23 April 2026",43,3,,1,Photo,https://www.facebook.com/photo/?fbid=1422645989907050&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid07SrC8C6m42QF4CRtvUdmp8vjNS1L3th7NS6uz3eLezcXFqJvyzMg1BmoT9uYUtVjl,"Dam Updates as of 8:00 AM, 23 April 2026",71,10,,1,Photo,https://www.facebook.com/photo/?fbid=1422642739907375&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0CVXp3Lnm5kQHDyW7tGgd3hUAVVAb8EtNxwVvMEWc4Jb3y6j4PjFjgQPNq5WZewGpl,"Pampanga River Basin Update as of 5:00 AM, 23 April 2026",44,4,1,1,Photo,https://www.facebook.com/photo/?fbid=1422563293248653&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0HLrg9QzCZk9zPkhTdBCk2scfE5aph4hSVrTyL2ZXP2GAZCC5TmbrwSSqkxC5acnrl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 AM, 23 April 2026

SYNOPSIS: Ridge of High Pressure Area (HPA) extending over the eastern sections of Northern and Central Luzon. Easterlies affecting Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Metro Manila, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern and Central Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to South
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 8:00 PM YESTERDAY

Minimum Temperature: 22.7 °C ... 6:00 AM
Maximum Temperature: 35.5 °C... 3:00 PM

Minumum Relative Humidity: 32 % ... 3:00 PM
Maximum Relative Humidity: 83 % ... 6:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise today: 5:38AM
sunset today: 6:11PM
moonrise today: 10:53AM
moonset today: --
illumination today: 43%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",130,85,,1,Photo,https://www.facebook.com/photo/?fbid=1422513183253664&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02Eoy7NNL4dnjKMJHB5PLXCovTfdhKbyMj7zJpSgJp6cWZBUUoBFLQQugVhJ4FpcwZl,"As of 2:00 AM today, 23 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",943,123,18,1,Photo,https://www.facebook.com/photo/?fbid=1422508756587440&set=a.365711365600523
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid02hpv4iiYcZYLgBxFAAEpoRHYcAjYsSnpqw4TBrZKswL1yWQgSebzpV7GrjEZxAFahl,"As of 8:00 PM today, 22 April 2026, No Low Pressure Areas (LPA) are being monitored for Tropical Cyclone Formation.

All are advised to monitor updates from DOST-PAGASA.",548,63,16,1,Photo,https://www.facebook.com/photo/?fbid=1422264173278565&set=a.365711365600523
https://www.facebook.com/reel/1311768654431464/,"EP4: PAR, what is heat index? 🔥

Ano ba itong nadarama? Oh shux, tag-init na nga pala! ☀️ 🌸 Kaya ngayong #WeatherWednesday importanteng malaman at maintindihan natin ang damang init o heat Index! 

#PARWhatsUp
#OneDOST4U
#SolutionsAndOpportunitiesForAll",2121,585,33,1,Video,https://www.facebook.com/reel/1311768654431464/
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid07sK3sbAH1PoK1YJZNpGqpif33gkmQnjQivbLgZcpmSgMFGXYeqDqtJSGxhaRtudHl,"Highest Computed 5-day Heat Index with 2-day Forecast 
Issued as of 5:00 PM, 22 April 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",127,66,2,4,|Photo|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid07sK3sbAH1PoK1YJZNpGqpif33gkmQnjQivbLgZcpmSgMFGXYeqDqtJSGxhaRtudHl|||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0JJSmza9V729j8htDJLMvpJf8jHzpyzapRwgSDp1ZiXVjXbiCns42HFhHAYnYJLSpl,"Highest Computed 5-day Heat Index
Issued as of 5:00 PM, 22 April 2026 

For more information about the heat index: 
https://www.pagasa.dost.gov.ph/weather/heat-index 

Information from the DOH Philippines about heat-related illnesses during extremely hot weather:
https://bit.ly/DOHPhPublicHealthAdvisory 

Forecast for the next 2 days will be available at 6:30 PM.

Don't forget to take necessary precautions and stay cool and hydrated everyone! ☀️🌡️ 
#HeatIndex #AngInit",194,67,,3,|Photo|Photo,https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0JJSmza9V729j8htDJLMvpJf8jHzpyzapRwgSDp1ZiXVjXbiCns42HFhHAYnYJLSpl||
https://www.facebook.com/PAGASA.DOST.GOV.PH/posts/pfbid0Kq88q8zUwVYS6Gr3yrcK6CeG4RHA9YCCZbe6TZ5X1gpERJFEc1Vx66hjB5VJhbMAl,"24-HOUR PUBLIC WEATHER FORECAST
Issued at 4:00 PM, 22 April 2026

SYNOPSIS: Ridge of High Pressure Area (HPA) extending over Extreme Northern Luzon. Easterlies affecting Southern Luzon, Visayas, and Mindanao.

Forecast Weather Conditions

Area: Metro Manila, CALABARZON, MIMAROPA, Bicol Region, Visayas, and Mindanao
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Easterlies
Impacts: Possible flash floods or landslides during severe thunderstorms

Area: The rest of Luzon
Weather Condition: Partly cloudy to cloudy skies with isolated rainshowers or thunderstorms
Caused By: Localized Thunderstorms
Impacts: Possible flash floods or landslides during severe thunderstorms

Forecast Wind and Coastal Water Conditions

Area: Northern and Central Luzon
Wind Speed: Light to Moderate
Wind Direction: Southeast to Southwest
Coastal Waters: Slight to Moderate / (0.6 to 1.8 meters)

Area: The rest of the country
Wind Speed: Light to Moderate
Wind Direction: East to Southeast
Coastal Waters: Slight to Moderate / (0.6 to 1.5 meters)

Extremes of Temperature and Relative Humidity for The 24-hour Period Ending 4:00 PM TODAY

Minimum Temperature: 25.2 °C ... 5:00 AM
Maximum Temperature: 35.5 °C... 2:00 PM

Minumum Relative Humidity: 36 % ... 1:00 PM
Maximum Relative Humidity: 83 % ... 5:00 AM

TIDES AND ASTRONOMICAL INFORMATION Over Metro Manila

sunrise tomorrow: 5:38AM
sunset today: 6:11PM
moonrise tomorrow: 10:53AM
illumination tomorrow: 43%

For other information about weather, please log on to pagasa.dost.gov.ph or bagong.pagasa.dost.gov.ph or call at (02)927-1335/(02)926-4258",154,49,,1,Photo,https://www.facebook.com/photo/?fbid=1422058826632433&set=a.365711365600523
